mz	time	VT_120305_122	VT_120229_074	VT_120302_068	VT_120307_026	VT_120218_092	VT_120218_020	VT_120305_074	VT_120229_020	VT_120305_086	VT_120306_032	VT_120306_110	VT_120307_098	VT_120222_116	VT_120217_020	VT_120229_122	VT_120302_020	VT_120301_020	VT_120217_110	VT_120229_128	VT_120301_056	VT_120306_020	VT_120306_086	VT_120218_104	VT_120229_068	VT_120218_014	VT_120218_044	VT_120218_110	VT_120218_122	VT_120302_098	VT_120305_080	VT_120217_068	VT_120306_014	VT_120305_026	VT_120305_032	VT_120217_014	VT_120217_104	VT_120302_044	VT_120222_080	VT_120222_098	VT_120218_098	VT_120306_026	VT_120217_026	VT_120222_008	VT_120217_044	VT_120306_008	VT_120301_050	VT_120307_056	VT_120217_086	VT_120305_008	VT_120229_044
102.1269303	58	 	 	70231	106059	 	64123	 	 	49122	 	382615	 	112499	129151	 	 	282626	154410	78532	 	 	47645	167962	 	 	324384	89788	2799	77439	111931	357369	 	249832	 	 	134513	 	168536	123355	299148	 	 	287242	 	 	 	78508	153058	51780	 
102.5347582	43	39462	 	25900	67107	54668	95997	33754	 	56480	133700	150613	27348	47582	44508	 	29180	72708	58961	 	 	112727	34661	127505	 	72656	20376	50354	65170	95361	74746	54863	102494	25903	49074	89120	54863	124437	51340	38665	22012	45582	29356	 	92657	65960	 	28354	99082	105304	 
102.9422954	529	54323	57170	34698	42483	64349	57164	43762	54446	124673	 	54340	41795	110815	58526	57105	79783	39876	33641	66886	34366	59709	54096	47502	47573	51478	56350	75785	67300	65815	33975	44187	73479	 	36176	87980	64495	31289	58079	42503	64805	 	51318	37173	23561	34115	79713	36950	60705	50709	41806
103.0407452	60	1599681	1908251	1321809	1760725	2765259	1996211	1812492	1982168	1805936	1035658	1845312	1899331	1850805	1825658	1829554	1640434	1470804	2859177	8813752	1886322	1127342	1576536	3147545	1491768	1601666	2379861	3319676	2264670	1972368	1983566	956554	1444313	4666095	2267257	7165177	2364958	4194245	6971512	1595133	3314397	2214949	1257094	 	1355248	1486615	4331107	1654939	847415	1230806	1232309
103.0408992	546	59690	22398	48441	71596	46792	53948	70233	43083	52277	92207	15779	67942	33202	23438	60450	55070	18762	38371	210691	76537	55131	36023	10393	25744	21004	42275	55438	13932	27782	34612	71981	69507	41090	53201	77676	66972	50331	89658	53183	69934	61009	11592	5053	102689	50128	79151	25012	47508	36998	26537
103.0533958	55	225645	717496	268627	313698	616974	436948	547893	612738	607598	586268	187633	331363	687516	573264	552075	682393	316256	665352	757295	267745	668370	277132	453203	274570	431663	581890	422641	405245	186131	476246	270445	410138	544255	327649	748114	658211	276654	643101	381586	846954	308014	289036	108274	891847	407685	752780	618750	208091	508808	234980
103.0938586	177	178169	46464	66416	196008	214839	 	309245	294006	188516	45947	548354	45799	417093	244833	38526	472553	306670	130775	410837	69355	41389	261122	212963	206421	59277	174240	467420	575908	74175	71951	240398	53373	140266	68788	132879	93429	461341	108444	147223	249248	393	226996	 	252832	51141	86952	308610	246941	153413	77201
103.0941123	543	36805	28474	18106	50234	49550	32585	24261	54858	61869	51412	46962	17082	33286	20030	31912	69213	 	30308	45386	31983	28095	29437	50285	 	19819	37635	14412	52020	23111	19085	80152	48614	56325	23416	24801	14489	119427	45558	59012	23268	13072	46904	3453	46807	44820	49438	64614	36157	32677	 
104.0300101	45	32370	48974	21965	101348	35646	54052	22952	17631	65168	58563	128972	24094	34418	25938	21083	25644	140399	52436	70889	16665	62786	32021	82432	 	29809	93114	16539	22279	24389	33208	86351	40361	21665	16332	30137	54964	19462	20785	21645	40440	22841	68081	 	91653	21199	36569	48136	36114	36015	38020
104.0486269	76	359263	551266	341642	616310	814009	571680	763048	521765	418225	301655	594523	586924	502823	490842	521626	594194	404776	899199	2689198	505905	298744	421855	819122	420820	355924	517005	873575	539315	559506	560470	300177	384690	1318364	509126	1973927	653601	1194527	2118960	403568	826142	581474	339125	 	588236	418838	1311883	552119	193141	279701	314678
104.0697061	424	917322	332620	486801	444599	721917	613617	731080	600179	615498	262328	413361	279922	408632	493711	579405	632462	871860	750855	517282	782739	417472	584271	441911	629578	531547	537755	593798	694019	650793	560720	618185	468217	524891	549593	746773	533665	530064	857118	776130	600661	477261	637249	 	494443	815869	668234	392504	482917	452713	471163
104.069777	54	413786	290599	484429	608430	489690	870894	221781	687727	388445	456590	1029450	676298	1304528	641366	560431	497196	256378	2139198	706426	962756	451534	299491	986864	629931	470660	538588	604808	987201	625426	712941	375666	596313	499225	163835	344869	444481	393288	389786	453563	143955	365119	534351	211498	360040	365909	881706	389467	550495	1126532	627511
104.1060694	416	3019837	4123908	2765688	3069948	3286776	3231732	3264810	2710165	3284556	2525894	2748778	2545173	2742123	1180206	2336276	3233544	2798756	3171707	2546818	3855492	4310185	3202972	4635160	4100238	3691628	3991951	3046775	4291861	1905691	2585647	2617732	3537480	2122913	3852340	4933834	2575070	4080083	4544728	3722813	1976386	2435349	3895538	856759	2636389	3207748	3493149	2422370	2141856	2332227	2393650
104.106177	51	17553672	20837946	10358542	15897656	14604891	31718484	12233948	25181796	18927430	12193623	8162149	14681030	23783633	20148568	20035860	27474828	14150619	26599480	17200072	12188206	28624084	26925257	18884624	12575933	14256554	19040311	27267157	13141918	16709303	18406337	24537232	13182020	16280795	29892035	25816216	14359830	17781552	19537018	15324564	20422114	11958078	22004507	4830231	9181101	19207179	22331469	27972983	15422136	8273783	12417682
105.0326375	217	 	113103	268293	106045	119782	46794	132377	136828	149823	212064	81418	152168	174127	139678	18553	38561	142367	83424	232881	88334	138876	71021	148276	143492	75115	97798	264398	254754	81088	100814	87124	108976	265031	163221	110424	190063	159828	 	58843	175355	161723	146369	 	91224	152592	208358	118560	79186	113690	54950
105.0414523	51	269964	 	315183	228826	229419	217394	234708	279920	283147	293321	347905	215788	283319	285090	341773	251766	265581	187247	252711	280486	295143	204805	323307	275401	287493	227098	235660	251669	242167	281306	279426	239862	223222	217872	304596	224829	220213	291335	 	248303	256396	162354	 	242063	266024	268502	261033	268296	254005	264846
105.0690993	322	87222	66644	33404	111473	68327	160777	19673	83621	195696	93363	60436	76950	137526	191470	110269	154221	63619	144727	99550	55968	89074	37559	38039	37369	30521	28273	43914	42689	32562	101799	26961	90411	114186	48459	81115	58426	21867	75361	44361	41559	167058	60681	62544	68342	60064	69514	48720	58546	127978	47626
105.1032094	54	7521976	7231522	10954343	5947359	5547344	7375047	6776763	7222876	7694909	7765865	9078850	8106017	8545060	8248326	9535928	7046755	8135927	6127335	7526044	8203821	4702999	8126232	8520441	9418483	8941195	8064240	7791772	9506281	8214752	7484547	8438096	6121383	10172121	7126939	9406219	7504108	8894601	9418191	9459517	8907694	8110481	6599124	2153207	8435287	7134633	6856972	7781453	7421798	8362741	8813655
105.1095168	53	860648	911531	509390	780636	1250209	1483224	497436	1152943	805672	633964	427444	686516	1104975	960909	843785	1312293	601858	1282621	719276	521270	1446493	1342174	761048	566065	653108	872451	1340883	505704	728906	794710	1149375	644996	732180	1405180	1237415	700809	839876	890058	634689	981924	580897	1019551	 	417375	923117	1103001	1452450	697108	353938	507288
105.1101573	489	114897	25792	92403	121099	42055	117535	108499	92662	53102	35622	65065	176040	198030	118154	136293	77423	82938	44679	86450	89881	87956	119645	84226	162266	79909	196584	108475	150782	98920	63947	200190	49377	43493	78207	255910	67502	57716	132356	210759	127438	60997	120748	 	68032	50556	74238	139809	76618	49223	89739
106.0223774	41	68472	93545	120673	79423	101915	100656	55790	76246	91146	113109	120373	54864	90303	141695	87676	58425	70085	87521	71681	83281	102775	56559	137708	120554	78035	73082	80664	95525	116960	94585	86303	76701	33489	60398	40590	54188	78039	81584	101360	73756	103036	64837	 	108053	82641	77121	66309	157033	67228	95888
106.0641842	535	924421	1582173	1617208	951717	710339	793734	726526	261057	868257	821057	1280182	859275	531512	181572	553590	1216436	 	747671	469764	1138021	931233	527400	1703883	1135386	551867	515023	1173146	1068040	750463	621744	806938	 	1100255	945005	1107744	1046604	965529	1122243	939591	1505034	707114	460832	515740	869012	1170659	458987	1038313	827546	1306060	465811
106.106571	52	328566	317588	437948	246125	254085	345156	297542	285747	290725	311646	414911	326117	361825	375920	372956	269205	326481	271006	356618	312257	226911	355443	363942	395575	361116	330265	314373	372294	369513	294648	330727	289537	423346	345029	413202	323546	342204	429379	397189	389958	312089	281451	 	351599	300245	273665	321220	330142	382222	320962
106.9497957	51	1345903	766420	1172207	994837	626229	728236	1019636	1048954	1081906	1040826	1521076	1455319	1041279	1023630	941080	916398	954614	1012635	806499	1078927	894072	1441012	1044695	974031	1057934	1197074	1304104	991737	1175265	941438	1066571	1033500	1130070	1092301	1392357	1131955	1083881	1057450	1294951	1032552	848728	1166197	393871	1165379	1071172	863932	989257	1013561	1052445	1169313
107.0483661	147	70104	105111	40824	30065	94478	91467	 	61188	57474	34007	108276	48687	104620	71849	117592	132010	34208	90924	36350	51182	71527	53002	39542	32569	67533	107461	32433	17535	 	53178	70527	86693	36150	166148	84272	99463	53765	84857	88093	86066	135563	57901	 	65415	85362	72573	72753	103698	61363	52699
107.0595334	547	28528	26529	97463	21130	50638	32095	29734	81071	48845	52886	34598	82933	54331	74871	26312	32089	37288	71809	32909	35419	43649	28470	55406	23425	32263	38374	57585	40146	43370	38282	90331	77344	48126	62996	59987	51076	63458	68725	33147	38063	51360	49772	27303	59661	42390	25112	63113	45621	33841	44978
107.0712607	409	1312306	1860133	701195	760015	866890	942950	751174	2536308	893659	901569	880360	801594	1233982	989798	630977	739143	 	311224	1076032	 	905115	554025	1219412	347676	691541	782664	988290	1744132	679194	547225	617054	696829	 	865128	646001	405763	1013996	1097709	853842	532268	802097	 	 	761277	 	 	1155350	822622	726297	440935
107.0847143	175	173314	45243	243013	105672	499027	110577	155238	82173	143271	63556	202755	277292	326391	119573	88619	323533	189490	286167	227127	91414	191618	117304	45662	115290	38536	375678	346157	223448	113818	322198	162779	110800	260323	64965	116580	150830	380602	268092	260608	284012	75001	137054	 	538511	133087	143433	227573	224302	119946	247914
107.5165764	365	474143	278941	160806	394279	224837	237307	276017	437610	326076	237811	398523	352121	403355	285853	268630	330782	283290	327024	224674	316123	288557	227979	294271	347656	243187	342112	348606	360981	258142	263916	219398	318175	275683	145118	299927	310512	375150	379101	388026	242725	294301	261438	71079	433442	318718	362123	285734	240707	147204	516296
107.5402455	235	456548	887580	951563	780516	253454	246042	 	354290	1047257	 	960066	388950	1397250	138347	334561	808797	485673	1129151	227232	485444	 	1149980	 	955085	626539	 	1115285	1665651	636538	352807	129798	4535	447068	394708	423813	185854	 	1503141	1290643	 	32787	167754	245590	 	177826	507895	421520	210961	505488	372242
108.014118	384	290973	420339	170324	320033	468310	365606	160349	221247	354708	124319	571384	466867	451551	242430	 	462644	244027	481673	497991	285134	220115	333435	60790	329681	412696	112627	162336	116428	164726	192936	301917	220770	384098	444323	198282	254429	159695	365434	413039	376977	141289	168595	44592	209244	199939	229747	329906	303539	265966	391563
108.0434626	199	529095	151853	221551	777017	821226	470072	219755	488158	179173	622571	772492	192483	182275	827114	 	593192	232830	177576	366383	428385	730816	148488	293124	489430	477246	492929	 	362982	574732	156676	306876	430409	471360	358497	549089	272088	562473	410457	157107	430101	529269	742685	357761	413169	561159	497670	354861	643001	1062823	287606
108.0799053	413	1743815	1718116	5188033	1906145	1731072	1158878	3544818	1751902	1468447	1222281	2295068	1720521	6720819	1091826	1180557	790711	2408267	1839750	1683059	2114798	 	940092	2148738	1308728	1404631	1619462	1545281	1420546	579546	1443255	4593121	1041360	1802099	 	952981	218374	3831448	1452741	1376867	 	1151418	411155	 	541008	999235	3325867	 	2618104	1526847	1897104
108.5569687	46	28802	340197	140484	69984	112039	32874	14942	21256	26582	 	176694	55720	196339	17031	37903	58474	203386	95335	50853	40361	113085	56334	254891	148297	42916	 	19467	65797	 	60274	484420	99560	 	66910	80566	45473	42392	79696	39106	 	335679	199990	359508	119812	51782	118024	92377	152552	504838	 
109.009871	556	56178	68641	94103	57540	35463	25521	45451	39230	28584	50200	40322	40851	62416	48856	62441	34981	40463	61357	85240	62454	95405	27035	43265	64176	67153	72384	30393	42894	23532	27297	66989	68645	102065	51505	74435	27201	90233	53551	81182	40107	63299	27294	31878	44911	29981	51831	65893	88872	82883	13409
109.0215117	364	375572	331224	445603	433543	307354	379439	311064	311889	353863	260621	324680	392737	457289	414659	401766	295589	371875	305877	362277	371442	307507	398970	311029	359391	322766	434784	335000	279160	399164	368274	326976	396892	441142	411970	338202	289178	370846	361258	385832	355146	335904	315498	293181	293498	349595	348151	358212	423285	372715	324031
109.0637984	76	209152	167064	 	 	64149	137772	124310	129555	115105	223487	76215	 	126889	151968	109113	106809	90705	139231	149585	240653	130462	68781	107730	206354	210720	129212	115341	163266	82553	46539	185914	134830	113379	142911	130189	50420	132970	50194	129408	77679	132637	139756	242584	279315	167410	 	170007	186093	133207	86910
109.075013	81	245743	538822	 	333035	 	 	228992	59557	241538	118070	553519	15621	 	379844	 	296847	118645	269483	 	630170	156288	471592	 	547336	 	370977	450078	 	251120	325368	 	151232	216800	182989	 	378961	325500	 	159899	 	44881	349754	152418	138533	115603	 	412990	 	416332	615706
109.1002754	292	660796	333249	444897	577547	 	388564	291758	269491	227941	247416	504908	440425	526640	319266	613489	771650	130880	266553	416543	432877	383173	646620	372508	297981	326977	680661	1089194	565189	792498	206271	451425	107420	365812	322407	651556	434748	490564	515092	334927	851927	242095	294575	125082	487463	882484	 	225289	415684	695579	354168
109.4781814	217	104765	136011	216673	168024	52764	154530	285880	195785	 	126405	80393	27272	194685	143565	76467	24763	46406	101840	158464	124587	61661	39204	29803	135277	201005	206723	32329	25001	90396	137623	54459	59051	73686	16912	119723	107680	62583	41519	114004	79091	111674	105868	146851	19427	18214	51266	67267	186953	23853	52125
109.5207132	330	281321	159999	272461	188786	179910	326163	165153	258218	123365	97134	165292	322240	265450	218075	187210	115103	224937	141983	164545	198205	169109	275576	159785	252583	309292	327310	155718	117777	260830	171706	155818	316876	271362	230125	289457	173715	204178	198429	273631	126259	146000	181597	266034	87492	183266	228905	171404	325325	293599	249011
110.0075296	340	234538	104500	302664	358520	100513	210575	254679	172459	136519	176993	146260	95380	125725	170817	115784	47837	264816	157870	237821	205914	180785	132124	141363	186077	209552	252071	165221	25679	235814	358950	193920	62485	97796	90032	178734	254380	173037	170067	65168	151696	138186	169523	200802	115161	138446	202141	182827	269470	140685	154738
110.0191818	374	6588034	6777911	8297061	8132868	6549963	7785901	7845117	5974256	6537869	6415702	7035774	6863137	7677226	7348364	7835342	6922991	7449125	6617616	7331083	6888203	5757024	7823283	6736764	6541950	9293520	7187435	6603261	5458098	7184909	6907873	7545282	6442459	8241634	7869637	7238852	6938868	7483860	7707775	7883691	6864983	6435832	6953356	5456235	5857973	7528154	6705536	6666678	7392967	6899746	7254293
110.0340908	61	 	121944	85922	114781	8984	31669	39245	103451	25351	46640	86374	79418	99325	62200	130446	17463	168560	 	 	 	 	120789	177552	 	4834	82218	 	 	194677	40457	56465	55045	66673	87228	127400	48497	 	37233	53502	28410	 	130690	 	 	66579	43713	103237	51866	 	29597
110.0592671	552	31281	47737	26033	5514	8161	29904	42372	47649	5718	34876	19087	42089	36230	19714	15281	69623	28947	37309	6906	20865	22585	30424	13710	30206	41868	28130	30863	19434	4044	5544	30123	54296	16682	53185	26726	16340	44605	29624	46315	10458	19410	39879	11727	63529	36114	12742	72753	28160	17018	21364
110.0705285	47	77756	96470	74339	84015	62754	85808	56742	58154	67466	58255	113187	22081	73846	60853	92467	78021	139253	42197	55663	43833	76095	52949	116602	61267	136762	77887	43278	42737	30942	56759	41122	40533	68076	109935	126693	102867	52051	77509	60198	55488	65282	57999	285237	75551	62137	82554	55729	65502	81802	47658
