Sample,CT22,CT23,CT24,CT48,CT5,CTH26,CTH28,CTH46,CTH47,CTH49
Label,Control,Control,Control,Control,Control,H1N1,H1N1,H1N1,H1N1,H1N1
517.3010853_135.569,5615177.344,16437188.15,1984863.41,23142973.26,778657.315,428116.7641,18547195.59,16966277.2,73479956.13,41597617.1
518.2630171_197.362,71145.83775,657.4371,2562839.816,364553.134,6134.9435,19543.94,81571.44753,246223.24,134281.639,4681.98941
518.2935967_135.264,169745.39,388921.487,1788322.885,3838399.87,314416.91,354958.955,3431819.785,25555.23,133614.98,7158877.52
518.3039283_135.1125,132738.424,3865153.123,1579911.544,3473638.18,267525.982,327977.388,3481295.898,2444756.999,11194121.58,5989968.68
518.3205168_269.886,154153.61,1649376.72,16425586.88,3994757.31,32673694.42,13629657.79,28529472.28,2986669.82,14265443.1,3391547.94
519.3238977_269.886,383494.725,483848.86,4141919.784,1538537.94,8436294.635,3366355.86,7431997.639,6639611.751,2795212.55,8724891.321
520.2786631_196.584,84786.29,327337.8644,25297.682,224242.6366,479192.5989,1992485.917,566267.7414,25491.3788,19171.86,125574.38
520.3383552_268.633,187846,22867994.2,283621118.5,3932251.5,34766164.7,66485177.63,13461397.3,17162747.8,159747813.1,27773356.9
521.3418177_268.626,459162.74,5554511.17,79564419.3,18692468.4,7613898.44,2252847.91,47518611.91,4881642.65,441264.51,57941517.14
522.2812747_178.788,248453.753,252268.8837,297396.9469,48339.574,31835.9467,52833.1632,73837.7625,1153215.645,54184.2131,1886515.653
522.2902116_271.426,1235768.28,12247.913,252379.95,1657892.65,1438482.36,95719.8542,3287546.444,2679646.38,647339.71,36947.518
522.3006269_270.3545,191348.291,448514.6634,351182.771,1569891.774,963858.1592,859921.6392,1968912.356,666219.9735,27195.94,1148813.327
522.3443288_269.635,4548494.57,3434291.761,536811.421,722543.448,8478653.271,1898496.43,3882611.469,316234.631,3718822.219,435548.746
522.3540826_266.6795,9861684.3,6856447.28,163289935.5,235638569.1,2188897.2,8396949.21,132223998.5,12237228.4,7972778.32,14175114.2
523.0464716_171.338,1396528.956,4761699.52,5521545.994,39983942.62,4331217.61,19491942.9,154775,3744427.23,7728144.98,31628.78
523.2859069_178.0905,133386.8271,781785.8557,18392.71881,1669549.894,1268224.977,143166.8894,96983.9672,1236872.331,217466.164,186237.772
523.2980214_270.105,8412884.7,94283.366,866753.159,24984437.6,23159522.79,769225.997,2886524.39,16517966.38,756357.425,24389488.89
523.3574757_266.6515,2933559.9,179758.77,466916.82,6713312.65,43612715.96,23854853.66,2457662.61,35493471.88,22616646.9,4112796.41
523.79964_270.1275,4371931.165,636485.518,5959641.975,1372865.89,12715145.18,315596.54,1156821.39,992.57,3688953.4,13352393.97
524.0497408_171.1185,3753.96738,3766153.745,15549.4571,513951.87,5285635.584,1423552.397,1133995.783,2954943.948,616942.529,298579.949
524.2734966_192.209,1256718.316,1627828.138,889.178286,296673.713,173815.85,6433.19392,124495.761,266254.963,448112.4981,281923.779
524.2970475_178.29,113623.551,94396.9454,126342.579,139282.54,1331489.276,1599848.989,1351558.435,297661.44,123774.65,3482877.631
524.3007143_270.109,217565.49,237218.384,21114.426,5964881.424,461345.458,1968239.597,432341.753,321351.444,172722.431,4916956.97
524.3696043_265.333,161117546.4,24582513.3,247911113.3,424448894,315441842.6,34911779.4,575578695.9,418173389.3,275979328.3,644828145.9
524.3696563_291.567,55994.2629,584773.5121,3837315.199,149571.584,548738.558,269179.215,2332897.461,1162686.232,72696.281,219753.996
524.8012885_270.118,546492.4381,497593.4577,521527.2783,1728796.786,1164414.54,376426.9247,1125727.395,717455.1167,245554.6977,1316146.391
525.0419301_171.143,66812.2118,632536.56,62981.916,8465394.438,4995673.184,397278.88,247154.546,621817.873,12557238.53,6187569.36
525.2864259_192.286,23797.7422,34874.9536,19892.33959,15846.182,51782.3759,45698.33492,277132.9616,671553.9167,41228.981,1194861.957
525.3007031_177.803,225223.6744,522441.8237,16331.9649,62365.1473,795112.6749,2977.7268,5838.2695,11817.661,494231.61,127645.36
525.373057_265.423,5635467.92,6959973.44,7692267.24,99433.79,89632681.18,97926726.82,16498914.8,118599151.6,64559.15,18213767.7
526.2914233_191.955,9588849.886,13155632.92,17139541.37,15911248.82,2341591,1147781.12,1115431.32,2229833.12,7896673.758,18252335.47
526.312605_178.752,1469943.219,211336.918,1596179.112,1738887.383,14691.73,241515.343,2144518.711,1584576.999,4425329.88,3417161.39
526.3758943_265.386,9229488.826,11378855.52,964337.242,19941169.94,1472769.44,16424671.58,26858829.13,19358165.8,12838888.42,3142456.98
526.7559617_232.1155,283374.3296,126268.318,341462.751,25852.828,1976523.843,384646.934,15186.9879,765256.1317,2555315.729,1634569.548
527.156809_207.674,291444.548,53521.1997,789752.85,578956.8255,314551.942,7368727.783,76944.6372,2294589.442,196868.874,148242.858
527.2948431_192.108,273243.35,21524.629,4985929.899,4494324.133,6663329.97,311719.632,2595316.81,6425688.793,224912.88,532466.132
527.3160503_178.644,294812.414,715717.4359,321464.1989,62772.3286,32356.8578,555296.1964,492926.6496,514171.368,1152177.716,839933.4569
527.378403_265.386,153468.226,1284877.378,1356996.767,2353346.687,1616745.958,2318865.998,3335373.456,2215642.914,1359758.249,3487749.116
528.024156_171.042,2654134.712,1326641.46,74118.3672,18363.68,234846.895,269771.659,556775.1132,526422.341,1675637.196,16514.749
528.2971992_191.783,462652.3395,43696.147,55453.372,7964.351,773734.56,266335.6749,319875.7283,746748.1466,68369.1999,59423.1681
528.3071474_192.108,2221119.954,188535.761,22365.576,2185684.255,1914445.283,1395477.997,125436.868,259762.419,998368.5226,2921537.472
529.3104755_191.6325,666278.5875,55145.3442,583299.6335,7651.463,1358.374,388951.2321,37975.6354,762189.7541,211.3544,812393.139
530.2862719_182.148,1965795.83,262322.252,153282.14,198848.983,125639.367,135429.518,1592.547,129145.558,12515.351,1678568.312
530.3226843_191.513,9831.6454,56721.169,839632.7527,129674.593,1272926.247,624157.52,953185.776,1531528.125,619239.555,156656.745
530.8476509_222.046,1568.452,1195147.222,384891.45,922568.7434,1715827.6,138627.129,348417.185,124596.84,3433414.123,1329.532
531.2679474_144.517,31711.57126,6463.3685,135148.855,478465.8235,27463.1427,136348.387,38395.987,362296.829,126284.699,563754.616
531.2897887_181.877,513553.9236,594514.986,488638.9169,69247.2466,388729.3244,21988.9549,4491.2713,449458.2986,317731.3473,526537.447
531.3261351_190.91,261324.3735,189282.244,18244.743,368564.261,372596.8774,168883.1113,288611.158,35687.6197,1664.8833,54853.5598
531.4063072_113.766,648972.7543,891129.4233,1168299.958,155734.335,173641.489,1649414.6,11929.942,164198.773,295229.535,2357278.63
532.3828882_44.3486,199943.891,264697.837,526483.3359,1833416.142,2182336.675,534965.14,2863228.38,48272.5174,4895946.386,824998.6815
533.2837747_143.638,136299.3228,624151.446,188274.92,97499.3545,764656.8963,229215.3,1157117.439,543394.595,1732142.148,151746.33
533.3241559_135.8455,352561.26,617976.791,1598122.63,348632.792,5361686.51,1145966.37,557314.774,28264.557,1312462.85,15742551.86
534.1848999_342.677,14175.9572,697228.391,225842.868,2382413.158,115236.94,88711.4542,13692.53811,52847.91,28596.1567,428989.8623
534.2873487_143.554,148582.568,314316.4619,51179.9832,44379.3681,392834.734,71633.5819,495463.3595,146752.65,4782.812,79696.8968
534.2942107_269.635,699564.598,197983.99,2685539.38,2438294.9,17663738.76,17986.19,1557638.3,15954798.32,174773.54,2795183.24
534.3273494_135.9155,1289178.928,2364934.4,476473.686,2258723.899,282443.96,515255.893,28653.234,1113162.824,378649.137,5795777.689
535.2977825_269.485,645544.539,721126.964,1198567.41,1654628.58,15684397.89,44249.516,9966429.533,9843396.88,7231975.899,12591389.96
535.7995036_269.6305,237364.125,2186341.483,2163675.59,529587.954,638421.386,752435.1959,2896484.798,318865.92,2545413.3,428913.99
536.2638951_134.661,148934.631,277196.595,7959463.245,2316697.85,22161.971,19766.6438,129349.847,2232934.111,8158214.61,1784965.774
536.3055494_268.0215,126424.631,65934.7625,1128653.52,285285.652,2372419.617,5187.9975,1741943.288,17261.519,64173.4159,2324171.256
536.502226_39.062,123761.859,38614.1942,232317.4572,822327.282,225298.129,878599.8818,41513.3564,2848987.197,2485381.891,2447713.695
536.8077313_268.122,46573.4878,459285.268,552851.846,1725691.935,1434991.282,18784.4471,1126732.85,1247664.979,52969.8915,143231.973
537.1673425_123.639,186296.42,88865243.96,72912228.53,87955697.56,44673776.22,282377529.6,43111814.8,11795626.7,192136334.8,92736526.7
537.1934055_343.079,247112.9658,641914.25,11674.97,1985935.83,933999.98,17735.65,14494.9226,6451352.72,232882.242,5515519.514
537.3137513_267.1575,1348153.286,1328915.477,967575.8824,556598.492,2695968.449,2378956.3,632229.117,3485696.187,29182.915,7814217.615
537.3934037_181.274,48286.9236,119155.93,,143315.543,2163755.377,21971.1242,894863.3191,1164121.985,1619598.529,1173269.797
537.8153186_267.007,658246.5785,65729.512,497987.598,38114.224,1575357.392,1173732.893,37233.316,226.346,111931.331,356183.712
538.1711718_123.652,3766585.259,182787.35,1211267.61,17853419.68,9459378.515,52414516.5,982293.419,243757.66,3953667.93,2321996.99
538.1969131_343.07,12716.51489,179161.965,18391.91,414152.487,29469.285,578988.1285,15826.64322,179161.32,848814.526,947597.469
538.279513_135.5515,2911489.391,215134.333,65356295.15,519344.93,22772.83,19588.428,4239949.878,29326843.29,258845412.7,7941838.819
538.3852458_263.4145,2997313.32,3571357.482,2654852.552,575.649,4182667.78,365434.33,8673598.617,497638.863,3157985.224,8728567.26
538.518043_39.657,14466.486,285588.5646,195656.811,43838.46,11615.4581,378278.923,52823.9443,91925.7883,1596573.113,2281265.256
539.1730091_123.65,42525.59,2772434.584,185388.96,268844.517,182915.174,983616.761,1175554.866,465551.991,81689.976,3316538.544
539.2823741_140.56,229559.834,31496.718,18824837.6,1691487.4,983699.313,574298.2557,281353.133,738947.85,7445156.32,4554257.461
539.3885819_263.409,88623.637,93934.8179,11449.248,1596446.138,799736.6285,136479.525,239692.4,137233.563,675142.6822,237356.519
540.2471137_195.193,,8946.637989,284458.611,43887.418,37693.8343,828825.1775,8345.83319,27582.2671,892191.897,1416.2255
540.2752554_138.1895,26429.4927,668.5725,2243878.86,477848.652,293278.2595,164716.8819,631944.1852,147192.299,77973.51,1318143.619
540.3646027_271.105,559376.72,66355.4718,812464.9346,967141.1941,78726.242,971133.91,1643136.477,1351.681,62884.7399,153665.967
542.1710652_342.678,24567.5677,61485.336,19856.35,1189735.8,8873538.889,3746231.175,2419.43248,1871343.341,127376.8,143678.811
542.321531_267.916,7335687.411,7647595.356,128178.22,21163285.55,1597856.52,4353767.171,1184988.47,1172568.84,895555.891,11829872.77
542.6726475_342.685,36868.14827,188329.859,4223852.133,4516281.688,3415412.543,1514346.464,,752345.3118,72738.5881,73155.5334
542.7298213_232.5435,14712.8554,1267142.779,2797251.58,2334711.746,23788.639,6293357.22,2143.6986,399381.9615,23212.846,17932.98
543.1307418_208.126,,1259651.3,97796.811,2598228.542,2196844.668,1192434.21,33828.759,5141184.453,19945.59,2223757.822
543.1733287_342.677,1963.99961,767832.3259,1772493.68,1556958.258,122711.923,675777.7288,3521.31625,158332.8593,15639.149,18822.3235
543.3249657_267.913,148925.99,1845743.559,343974.764,6145742.826,4682145.979,17273.39,339173.276,2311677.814,191652.632,37554.986
544.1340192_208.208,,118657.112,19285.234,3689.453,176666.169,191736.457,,9727.18,1995617.964,67896.8315
544.3381872_262.1315,33129.12,28967394.6,62898669.64,917655.41,8679145.86,1393241.1,26468868.57,4228891.54,33466138.37,43583271.11
544.7278154_231.915,35882.24148,34933.9987,1849122.98,981566.623,994632.5148,255593.13,7359.42567,87962.26835,982228.6426,51553.7352
545.0283216_172.097,,244193.853,535651.581,541594.45,4146774.652,7721.3384,988724.1673,4664875.964,669577.61,32557.33
545.0659479_122.049,14693.858,335728.262,62168.21673,156398.44,2148722.717,4617234.964,123912.171,3844665.645,633691.522,1629398.779
545.3416025_262.3015,12174492.1,8459797.354,13337456.83,21729387.95,269683.82,7768326.669,6162334.719,1415841.33,8293695.546,15454948.83
546.2810327_176.7615,124973.27,144313.633,1756378.57,1996829.549,2216235.35,1841278.296,156546.733,416785.991,1742217.746,394432.4
546.3529198_265.1525,1495737.1,13921688.81,23537548.1,3656799.4,399411.97,11915387,2666895.91,1668927.38,11868591.88,23763634.27
546.8215715_222.13,,51791.2852,1527881.766,16852.739,96933.2942,258821.1731,7579.89381,659182.7421,168793.752,684872.5886
547.2845023_176.8095,241924.9885,33533.9325,257316.3177,84797.474,58472.436,382327.4475,59981.5524,1345313.541,62672.543,1499193.139
547.2977722_268.458,727813.781,6138.9889,699375.3139,1457691.43,266369.394,38688.66996,59179.1621,926755.6529,73334.145,79561.3453
547.3561039_265.1065,5442544.791,3363538.222,6993473.931,1794242.3,923963.597,31559.588,5998854.233,4994558.96,3218592.91,683698.84
548.2732941_191.2515,1569946.536,1566489.24,35475.71215,4594455.15,2681715.826,76629.33536,1682922.656,43963.719,94223.1219,356314.556
548.2957589_177.943,294166.379,843398.8943,299621.339,1246723.81,619617.6111,326233.5197,628144.768,1294833.978,1451343.966,166446.981
548.3585965_265.522,231847.168,1714694.71,1846536.274,1862739.622,275628.585,1565487.524,63936.9773,17126.296,1566719.764,76124.7756
548.3696441_264.676,1834324.145,1478655.97,2522158.937,545935.39,46291.162,184548.758,335314.487,287969.164,1874223.93,369615.769
549.2766738_191.012,46153.797,71345.381,735.468123,153712.514,111164.77,56851.9884,41192.4671,121337.812,157926.264,93187.4681
549.3135316_265.605,213678.719,251138.55,231555.753,626342.993,575742.238,185124.369,344668.15,14152.314,129721.975,2576786.879
549.3730312_264.684,495492.4164,4678.1554,15865.682,131346.176,1354968.813,385323.719,798989.3625,419742.8318,3461.527,885728.937
549.4862488_129.764,1582783.26,1824124.55,3693567.624,229949.21,17636953.9,45497.189,655598.194,154329.81,131196.568,16398533.48
549.8152512_265.603,11181.388,145273.3,73858.4792,3324915.617,2978592.74,493939.4541,186196.57,812242.215,534246.679,1648326.19
550.2574107_270.392,61675.453,569475.9992,12399.432,1451668.192,967413.1849,23331.217,117685.286,839295.612,368436.3714,133565.852
550.3214288_266.233,1139731.367,143775.73,177733.437,3466786.82,2693218.862,89183.874,283526.47,1841841.358,1236942.858,3378461.848
550.3852182_262.999,3618861.519,2889592.47,49493.323,691965.12,5568993.939,261131.665,4847344.261,3224886.14,19453.751,478931.777
550.489664_129.892,246162.772,6799693.527,1255865.73,714282.364,2878266.59,175373.347,2948726.556,3814474.578,39467.451,4841712.669
550.627054_114.4865,85992.4326,746234.7177,65757.4845,1666994.123,1934818.563,321524.9843,91649.7678,168174.496,173347.413,1977449.628
550.8229332_266.35,612724.5758,411716.355,565391.2614,194132.684,1534389.86,46275.4517,1482578.579,12637.477,717999.8655,1948251.743
551.3293282_265.26,2137318.895,2817327.766,1543342.876,645992.423,3717837.86,464844.519,17467.94,6155114.42,388887.91,12819159.97
551.3885368_263.024,8944.1452,686229.2753,96535.3851,167879.3,1276673.71,588759.598,1215681.16,771662.3819,357989.56,1173981.328
551.5024241_130.273,536999.653,3533666.588,558531.3592,254851.225,347444.118,64175.7744,1668196.358,18718.123,411724.259,178811.916
551.8308862_265.302,1245573.179,1833233.137,939183.1771,3656934.659,2237464.7,2358588.74,6649962.396,3755862.274,2114314.491,758338.29
552.3317839_265.333,48183.4368,63141.877,28285.9924,1256725.764,79457.2761,99137.378,2533964.572,1254777.333,71981.3729,285512.586
552.4009212_261.278,3274426.192,5483177.591,4381132.872,6852719.348,5987286.221,1784315.221,4737813.25,213858.395,1434727.563,4471696.23
553.388227_175.698,,12914.39,,1122234.336,175174.399,2296.19112,954496.5631,24564.461,1784277.31,251199.969
553.4042327_261.2705,85233.5461,158556.674,137377.166,2218248.396,1575273.422,29338.7495,1274676.74,33588.719,25694.8239,1111568.37
553.9417687_222.61,28246.2995,42216.14721,16516.842,,7597.71741,226454.874,,315677.7968,135629.399,
554.2621113_113.427,73156.9336,867833.687,2933.5178,1867739.554,17477.574,112644.37,161781.771,2812581.195,1565475.452,41558.188
554.2862605_181.169,1745197.154,159837.793,889899.9459,1687618.992,1456331.985,133792.353,1746586.362,223989.2,18449.827,1987713.23
554.9836209_171.524,2797851.13,198486.463,42991.4485,2894326.572,383925.765,1994678.923,21168.115,2134767.734,3364462.434,2557967.39
555.2895499_181.001,64728.3856,66636.4674,14786.119,628969.951,371985.1639,381786.4976,49245.2658,55812.4154,284594.685,56144.6427
556.3020946_181.3785,62365.3696,63566.938,298196.7289,62658.426,27691.523,182633.2458,436531.2945,45362.3457,23857.6388,513323.6399
557.2857343_141.7925,997559.6158,979693.2824,123962.54,366126.164,153295.671,2658994.42,4299819.443,219524.496,549495.9511,52253.34
558.2891666_141.527,315682.2519,41659.2186,374769.9134,1777492.669,112646.462,864639.3631,14133.73,62294.23,19441.8,2428893.99
558.2940975_265.9425,2668176.159,462222.83,9376885.485,791537.488,7425843.123,18345.841,337757.58,3523165.924,3826329.599,4178432.857
559.1491609_124.084,4475794.779,111217.46,1195647.37,13313478.83,1495557.2,3828241.88,762944.162,2272675.92,5816296.55,1332595.4
559.2974431_265.841,156866.186,1127975.557,37122.539,3231131.322,342943.974,422361.216,972285.3827,1158292.599,1254.127,1388827.485
559.3054216_233.8915,11216.8711,119548.7229,233852.74,56724.726,525892.3544,199284.7683,2199.18128,242944.297,53648.1559,559213.232
560.0773649_331.007,539926.3136,4442517.127,3138879.7,58355.3346,184527.149,712414.758,15982.75538,1763561.911,24921.239,89848.9995
560.1527712_124.15,65715.2124,2478246.767,157958.533,226921.8,2144573.225,7826.543,122344.138,5414984.871,11768217.23,3267746.2
560.3098992_264.581,19911.371,953727.8449,89455.989,73856.853,3913786.442,193122.5,1594818.215,3317918.349,215277.875,3115222.59
561.3133607_265.792,195389.975,977637.4488,3143787.21,3256899.627,3167194.52,64878.921,175635.615,2186166.88,1264869.837,2231653.43
562.3254847_265.076,3859344.327,7661862.652,16583435.44,1334939.42,8548222.935,11935136.13,15354924.59,1285487.43,9658643.425,1977267.75
563.3287671_265.07,1158675.68,1847976.168,4489181.65,3831173.582,227336.532,3164132.713,4255326.18,359365.81,2565888.21,533844.283
564.24711_193.527,,,4186191.97,9832.571718,316869.7447,1744.259,6942.724375,183132.3133,89161.612,9433.45129
566.3202373_262.038,111153.213,11996.16,917114.1149,288518.363,339434.991,28461.275,1145764.164,184155.749,811171.349,1172836.19
566.8869466_222.0465,89693.9722,332698.9521,3788256.352,224813.4462,45258.3455,9153.468,7747.52411,134369.223,2989418.317,9446.49725
567.0101877_173.206,,546671.7231,14694.39299,118213.988,122168.119,749.89835,144258.6637,211326.625,2197758.316,533325.9838
568.262807_176.9595,12549.1847,113986.8885,,471727.5888,28531.11,9614.813676,253355.748,117498.98,325652.964,18419.888
568.3380723_261.186,283749.78,2246414.11,454772.93,71645767.91,71732874.23,1919724.64,3743677.5,6343374.11,28352875.55,5877412.36
569.1305838_342.677,35921.79583,847781.8476,739696.216,2889751.842,157846.938,24823.3628,,671891.6352,48675.3611,535294.62
569.3414574_261.22,744371.39,1172356.1,158976.59,15427.78,15957761.84,642746.447,689498.774,174655.28,9299617.579,1973634.86
569.3830234_176.285,516123.3386,1141611.116,12311.8493,16822.299,193735.377,18814.49864,119965.133,1876772.9,2993894.24,189248.645
569.3931206_128.835,1812975.381,1758936.821,1467726.849,298919.518,298158.482,662326.6513,67213.323,1672182.272,111954.374,1383898.181
570.2166387_135.5635,5138814.976,864119.219,228922.277,1765957.74,5282936.571,,136177.78,564626.315,23668.7,173164.25
570.2810125_176.001,2299797.229,183585.555,2996138.585,269373.792,218843.364,349787.78,2599587.87,617785.226,238693.359,6882472.546
570.3541647_260.928,695372.949,645433.96,6376244.17,926194.479,146459.69,2442455.798,484638.573,3751981.419,1198475.91,2999797.143
571.2200426_135.739,121426.637,315663.613,389962.9392,396543.46,2455979.873,,2987533.175,1568617.991,61218.384,6326539.29
571.2844274_175.979,656678.3771,486763.577,74139.5,195796.464,953495.472,953877.3748,912957.5131,188747.27,62153.319,174481.633
571.3572877_260.288,1958722.643,1986599.168,2443827.229,3941886.535,4951522.674,87361.9111,122288.464,915779.952,339792.8645,1235481.362
572.2969689_176.049,789632.132,617191.292,126785.986,1532121.194,1186881.26,1584.495,863314.8337,1711767.925,567557.3685,2544725.46
572.3693647_258.5725,183524.634,156614.66,2396696.599,4478821.796,435494.6,11466.377,1938131.567,242335.283,71212.6422,188834.656
573.3002205_175.705,146154.5252,134849.6265,959.31993,413864.6155,282484.9487,74887.19683,212261.6541,59427.8264,145791.9291,785346.546
573.4861233_129.175,185922.531,2328982.769,37587.3667,255169.189,1871876.88,171387.125,243254.373,2727541.15,154732.746,3712844.653
573.9808197_240.88,261561.9625,41567.621,411437.2768,793232.8323,65161.853,266626.8677,26598.8649,622725.6668,7377.9458,795128.8527
574.3152618_240.783,197433.6854,348349.994,355873.8825,61116.9976,558143.328,194215.8875,18493.1945,548741.414,64226.666,744525.8877
574.3123889_175.6185,125578.33,128969.122,165467.9218,328119.7334,33717.9744,263622.576,293562.8655,918952.8582,178184.2254,946521.1757
574.5624214_170.688,58653.32732,111928.375,,1218368.755,1268625.172,544568.146,131579.9355,18819.87,1258246.9,551999.197
575.501676_129.5435,3371696.29,3761644.52,8216512.48,592812.68,33824373.14,15123177.73,31835185.98,389922.73,4579747.175,52599838.41
576.2680369_180.8395,7268.3638,42756.4197,,646154.365,22583.197,8159.46743,331576.756,62558.5352,2818.9959,52877.1761
576.5050676_129.402,649292.564,15286236.61,3286821.451,15263347.81,111397.28,647851.241,1349729.32,15729664.86,1718136.37,17395193.11
577.5177018_129.582,35776352.46,37854974.2,687945.819,2369356.65,29972328.12,1228984.81,3387894.17,35968789.38,727546.935,4754866.36
578.5208955_129.354,11987837.64,6664462.931,2666433.622,88181.78,12234241.95,49188.847,1436984.63,1227791.17,297827.661,13763793.5
579.2674694_142.627,29477.3696,18452.92613,2285312.585,47378.8268,282266.5237,3415598.17,251688.5986,547528.423,21666.693,656647.7678
579.5238896_129.3695,26451.781,36247.738,333713.376,287357,267457.556,896889.246,2257438.459,2941761.83,42488.1449,2982564.171
580.4316296_257.162,685491.366,99527.682,619178.5138,1772658.316,918976.7586,867551.8893,1949357.253,972484.7623,439824.6341,1954287.344
582.2938996_261.152,2129121.28,17113.829,3847966.141,3458432.28,316534.885,1245915.25,1557561.979,125478.313,728757.433,171244.258
582.8608201_221.8,8543.27893,63859.917,449373.511,655785.6826,19466.758,3426296.276,13971.1441,23433.798,2925677.49,497787.8613
585.2689588_35.0515,112388.6128,135236.19,7197.53,13833.682,1111614.428,485591.8758,1536.452,4375575.949,2784398.326,226522.956
585.2864796_207.307,2411.64743,43674.6813,858378.4478,1146416.871,1173312.656,769571.7399,5275.1196,77942.1781,1772997.929,9645.686
585.3567752_241.2525,645948.3434,1134329.924,9118.3246,174.755,18233.675,99213.9791,1274824.139,1887862.879,1756423.71,1565445.815
585.5534453_170.792,,683754.299,,849243.243,594573.996,62384.1114,158418.811,347242.772,1156753.15,449858.452
586.0546091_170.754,,199562.64,,2888492.39,271167.543,,399926.3533,869722.5915,3393981.488,129749.145
586.5514596_170.781,,2949349.88,,4164131.811,3732426.226,32492.82717,593748.432,1334712.213,452251.413,1943168.166
587.0526441_170.746,,754935.862,21513.73793,11459.579,93619.3347,,7488.66124,31262.6691,1175246.627,528699.144
590.3198631_262.87,65132.8131,93396.9985,579218.3646,26476.348,2665788.437,22666.339,1499412.791,1978597.977,685859.58,1594821.519
590.5311382_171.121,58964.332,295447.164,122858.578,325615.58,49957.455,346952.443,1192146.27,11537.449,3419824.568,226994.21
591.0320898_171.003,156697.239,7995.9221,,171358.54,1355559.576,17212.224,4147.8311,338646.5295,869393.5769,7862.5532
591.2607289_270.166,363226.712,417142.4947,2933.212,1118629.98,85193.6828,25258.5276,825352.468,598663.2364,27224.136,89771.398
591.5294561_170.882,2183787.93,1325389.53,44293.8,175425.92,17772.21,14699.93,645767.78,5939.6366,159825.935,114743.983
592.2628173_176.168,17525.4649,24748.553,,788251.9934,555847.7688,22623.17175,4558.1238,1818617.633,544276.3322,144293.895
595.347334_42.7536,38289.363,791193.2245,1897728.7,121245.31,255254.7749,62454.14945,59258.7627,577682.819,8337478.144,2623475.581
596.2627943_270.401,189455.579,1983562.772,1467539.292,3941685.914,3433374.89,112317.987,2675176.68,294443.685,214985.221,3524199.973
596.5443892_171.187,,538834.3712,,119176.19,164295.561,7616.95533,14149.445,67851.8135,1472886.42,466177.2172
597.4860088_127.4865,277352.91,231693.159,338143.222,322541.839,195655.664,828335.6265,152773.485,1473628.84,47715.67774,1822734.74
598.8347539_221.896,51625.12442,66852.5147,3467511.89,89697.9979,19524.28,1698836.429,1516.8339,1612954.36,2559482.891,67271.552
599.0409673_171.236,225488.224,593752.2999,16442474.32,47412.338,778755.6691,591541.691,3987.5715,3697.4832,111795.967,32218.8774
599.4376284_269.8135,37214.4124,817557.773,2448548.116,32959.359,2535179.683,144516.82,119922.52,12452.266,3224.113,2769792.814
599.5016607_128.49,2748154.875,847926.529,36418.157,11777972.39,12586.28,611557.88,129142.97,1395764.36,219297.351,1137953.89
600.4245752_257.83,5172.3851,692387.5444,125154.781,36548.94,574737.297,1277568.992,2835.8686,762892.5598,1763589.465,624513.6561
600.5050391_127.8685,136146.554,315842.822,87596.138,6118399.611,466475.872,221752.42,55549.594,562936.9,415798.5227,656524.59
601.5178843_128.831,14772.21,177897.273,1961.7337,243391.111,114597.533,2134723.56,528691.186,6262371.861,6478.817,7828389.628
603.2910857_154.393,54855.5714,497211.9797,69121.3859,972628.8473,155879.542,254657.9285,649278.327,177175.862,438425.951,2287433.21
603.5331775_129.061,1974116.259,211257.628,5911.3658,351878.837,171573.239,2547821.34,8261399.115,96241.522,169329.44,6619926.223
604.536335_128.844,812393.4814,92454.9656,,886745.237,446337.1129,152979.16,32866.795,475777.515,522435.315,3547716.918
605.1072323_343.092,5176.1946,293191.713,1832.359,2328836.91,2251491.218,71824.86977,2759.9299,1869778.582,1388929.656,151612.685
606.2937754_259.69,257895.512,37595.187,5352529.938,414674.355,5122814.77,131288.682,351752.655,2668127.536,916141.2175,1764718.398
606.4471045_255.919,3148.4842,483318.895,32231.842,12392.574,47674.942,479479.5472,195838.862,685125.2717,13458.8128,1564976.51
608.4630461_253.657,64464.519,91896.7138,597344.922,133814.225,797356.2334,889961.2457,1416324.847,87472.942,555383.372,1586111.211
610.5387272_37.44965,5266.7697,15736.918,127843.94,262979.11,1342795.186,86875.8413,55962.7355,1767246.882,68559.3932,264792.317
610.7168707_230.961,4967.45375,37856.725,2265472.822,86769.5153,884258.5374,1253935.685,16434.8425,185225.843,1248689.84,66842.6178
613.1573942_300.777,67471.6689,7395299.893,1725113,3628789.974,1119818.7,1826784.1,22987.2819,12868516.71,3218462.58,2491388.767
614.1609288_299.15,361.4711,158773.47,29457241.57,44251.473,19873.228,17246997.95,26413.33797,3275624.926,639198.773,36885.357
615.1358606_342.706,19724.4292,6136.3347,36528.6448,2419614.356,1211787.291,19189.8892,2255.59158,63413.7657,394713.1338,63547.135
615.1516497_298.5315,11498.7294,262425.989,133266.62,5342.93563,423479.5697,1782433.87,18597.13593,92372.4121,224197.978,39234.91271
617.5117651_35.9543,22172.6551,48112.4493,361821.128,1683897.5,558928.9818,517121.813,534971.768,1832553.962,52396.6429,264143.129
621.3011606_154.3395,166469.669,1653853.55,276986.25,2157882.633,36379.425,152322.414,155344.89,178821.862,69354.2527,266616.358
622.3047608_153.8045,329342.3763,348634.1369,527963.625,638957.682,117683.991,329218.92,323168.1323,343759.572,65925.72261,6366.663
