Sample,CT22,CT23,CT24,CT48,CT5,CTH26,CTH28,CTH46,CTH47,CTH49
Label,Control,Control,Control,Control,Control,H1N1,H1N1,H1N1,H1N1,H1N1
313.6757201_309.0865,1878247.263,12959.136,166769.515,2648772.12,2315743.196,5698.1818,1995865.77,2462779.627,2178355.286,2758421.845
313.9405411_221.138,19885.2899,1197747.79,445591.166,7585.11,1158466.3,4827.7833,72929.5531,869445.8126,14287.862,549891.5391
314.0142214_46.44345,4755.158611,36478.28771,2814.76,1685437.11,761165.773,968279.38,56893.34556,792919.7324,46926.9568,16995.3532
314.1030073_328.761,34857.262,41861.15,322917.973,3716.5974,38345.54,3451657.413,2741.9874,87243.5292,1582826.49,39864.1218
314.2315717_121.339,2768462.888,67493.585,4752864.948,15618957.66,798825.656,5743532.699,2831712.327,4589193.241,3112293.683,447177.255
314.2315678_197.8485,1496556.156,2689348.278,2215336.163,3381161.976,27666.185,246733.959,1497469.499,759322.334,528146.5488,1155749
315.1329153_41.72135,11212.65,442389.7199,1355518.618,48266.753,621715.7229,756685.1826,46355.874,17911.65,3694823.64,887951.4552
315.1734735_33.6814,449657.448,282831.384,268641.2926,63495.959,86417.235,346475.4493,33783.655,5912.3339,16698.49,679814.648
315.1793176_113.489,115649.61,9425.1743,934355.2338,1653832.449,21627.873,1152.88,95612.9714,1518213.966,233684.28,27751.776
315.9152046_177.309,,6879.984,38374.6156,16526.25,949151.888,551845.9414,351236.5153,69715.155,177917.572,794679.2596
315.9870737_292.091,14337.889,376671.1554,45981.2937,1378.39,731565.8212,153384.3189,61216.3194,247911.1285,79553.995,322367.1617
316.0760355_186.326,81936.62647,169315.856,7825.54871,441851.8729,48769.6285,9574.392275,2353.9835,55361.6112,2551456.772,131247.341
316.1745749_48.744,2219241.61,1232966.873,2689961.68,3671521.381,4893661.34,2243493.795,19484.393,45328.31,6114717.51,5185789.991
316.2109764_129.866,2518.873,2627679.968,112268.958,24373.755,32983.843,1815792.423,2375876.545,2966173.177,1845126.629,232821.417
316.2109182_47.2242,1763185.472,1236344.769,1894898.782,395947.727,493979.42,169982.88,895852.2735,472416.595,53455.41,4931193.18
316.2473097_120.92,215927.479,492829.437,4367393.652,1374985.39,7845.52,7487546.665,327339.488,3711473.82,2454861.217,6853132.525
316.2473404_196.1925,1912119.491,2482121.782,2461549.598,36331.27,387753.482,3779215.628,195956.81,919317.8454,819645.7397,1623855.42
316.6587509_270.1655,434578.33,319844.949,3827334.825,9978114.852,1153399.83,3784688.822,779211.841,7651346.84,5714795.979,1321334.48
316.9145204_241.678,31857.8233,37961.3889,644116.94,678897.989,782536.2613,85944.674,18297.5686,31466.693,235225.3574,284597.182
316.9815308_174.74,,3741228.318,,678437.3,598177.14,56385.4222,1464988.122,9336939.184,9228553.712,2593165.112
317.1605957_269.688,13223.788,11362.852,1266966.56,334965.563,293994.734,1123.765,2118268.49,2113489.81,158611.26,377934.213
318.0123866_110.953,1429729.35,13659.72,542213.3154,2222653.946,36982.674,139624.637,346224.5351,24746.963,284249.74,173249.157
318.0669849_306.545,5994.11483,444276.1312,6543854.269,68445.43956,35894.26,978276.642,,71734.8378,2123133.131,15657.99547
318.1804088_118.757,654969.16,356775.597,22644.181,5774.855,1849649.958,262372.243,471897.485,2636914.41,24461.828,475246.283
318.1901887_48.4106,2446433.86,361858.83,7388.119,11864112.91,138398.47,6314245.876,3836614.624,15257989.84,16959417.5,1382839.73
318.1901676_85.6812,429581.266,3555752.76,2912138.423,1536764.34,1464147.8,492893.328,4755154.812,868784.448,9779678.673,15919523.99
318.1901861_30.6307,2691695.553,243139.377,2324362.349,8643357.44,11485368.86,2971842.355,2413466.592,614172.66,8533522.75,1691977.5
318.1901865_7.18118,221546.78,25579.213,2499251.961,6479223.3,9999927.74,215176.41,235136.42,5962635.524,733448.675,438549.497
318.1901782_157.048,7288879.694,744789.948,2769934.837,9327989.32,3898362.99,626225.722,7889379.124,9391.8525,143876.196,1221677.87
318.885692_370.058,748522.4619,1625137.44,33326.8565,78232.65,222463.758,14547.9687,514445.589,3729551.249,557471.635,875982.438
318.9437463_174.4475,815132.11,4917448.372,1136389.82,4732226.613,622153.965,13225783.6,225695.592,44425.65,7566285.533,497943.357
319.1506953_179.482,827859.5663,1465841.742,28455.24774,25885.257,2441144.17,639941.345,256742.888,2724661.849,1565697.596,2518119.335
319.1870979_173.836,1346579.9,2341925.22,38726.6338,4675687.7,29546.851,833617.22,1779916.383,3481556.914,1959436.1,3782547.994
319.2234317_179.357,114492.394,1252151.565,13663.44181,2641824.652,224241.34,479568.6522,327357.878,2526542.184,1218228.85,32887.528
319.2234364_154.8505,78769.418,152937.98,767255.3289,262956.312,2271176.664,82642.6134,75934.555,4825215.685,463535.265,166326.147
319.8728418_240.541,122134.28,32233.5237,934555.8239,33616.886,457838.649,382.51,339.9855,15328.5395,213166.7535,255969.2591
320.1694256_113.2665,132732.256,1232187.17,777669.1437,4121749.559,44378.86,17543.139,12977.745,391926.111,4459473.655,367239.19
320.1694665_48.3909,1412594.916,981477.4774,1289577.191,27183.16,357712.36,194767.879,8913.8,2423634.589,52254.659,367877.461
320.8673485_222.692,993699.6644,99123.572,162383.566,847523.517,227483.144,886951.7263,113292.799,1675455.48,2272489.235,19971.53
321.1089157_240.995,4516285.484,3522371.553,342811.277,3264672.755,6642162.577,3653399.876,511351.93,5183142.298,591166.58,534581.16
321.1089321_201.709,2643251.931,2534812.137,2213233.866,4646.16,39753.949,339578.593,2539826.25,2681114.249,543925.512,27253.46
321.1299205_171.097,32375.55,227861.393,115493.851,563439.939,771297.58,132765.221,46862.62,6663965.55,686636.214,533484.81
321.1452745_241.1,3362128.329,2789837.964,21791.1,3463897.638,4744868.569,2733339.525,214143.185,3493537.35,529467.181,431391.747
321.1453284_202.112,247993.832,29332.81,162412.15,151657.588,38987.78,2489695.761,2413723.932,3646744.913,3399393.5,1954438.748
321.1662632_173.0635,232827.34,3228324.679,1318619.188,738769.919,3357226.366,1785866.369,3957836.166,399643.42,491721.587,6748148.316
321.1817043_241.625,719937.3415,443326.8486,123197.22,1124688.35,1369658.271,7738.433,1648235.889,154848.368,1532758.264,1843761.418
321.2026185_166.6685,1526832.87,327755.143,116446.95,5818155.295,8734784.963,125172.677,3685289.177,4563172.197,4125949.337,2975272.498
323.0388605_114.632,1742278.718,16338.694,213779.68,1391455.459,1439893.498,248263.649,896952.962,1913427.85,294226.815,133146.64
323.0881871_201.978,893497.564,1642456.485,328478.153,21631.99,3557234.426,2825113.471,749878.322,6693799.55,3311251.393,1969411.68
323.0881663_240.637,1672262.64,5269282.571,265644.767,3359281.74,542698.244,281635.699,2957932.636,211879.797,8459292.431,276758.255
323.1092107_166.71,51657.564,66445.6619,47527.951,19769.8,934977.95,2842233.562,51195.3492,965729.683,1365498.13,124839.121
323.1245504_241.585,7397199.361,8253431.75,7188165.855,476378.493,9858294.848,7455342.633,8699183.581,1125251.34,1448614.36,12695738.99
323.1245676_202.306,121299,2733586.863,4282592.185,911466.432,124812.48,931854.26,9317467.896,8881112.88,1172756.54,6229363.575
323.1455272_172.893,956243.652,11944984.86,3322881.925,254237.28,17986362.27,72995.731,1435371.4,19849858.4,246348.17,1956984.11
323.1454987_116.856,413324.83,4749752.869,2717379.884,844129.978,1823661.66,49792.943,3932758.2,9974142.333,11299756.12,826316.441
323.1454777_46.1058,138529.438,1169991.745,2634861.513,371825.635,3222614.626,963424.2323,13364.517,461572.437,1256799.78,379817.931
323.1442225_284.2145,1221782.151,22272.61,2943132.398,3463722.835,265554.586,2286656.5,2155977.771,29716.796,537763.342,287778.27
323.1609524_241.3915,1479425.628,18918.752,1984586.696,27915.153,353187.797,1398734.277,723231.639,2199768.47,348619.279,1434278.447
323.1818399_166.5165,183931.12,3397985.26,784256.952,483451.14,3584722.168,718536.9614,1272375.617,39174.627,4136563.772,184859.532
323.1818809_137.572,899426.912,97724.5263,148156.475,132185.956,91627.8958,924957.2989,131729.29,3936253.615,4532145.167,1821634.849
323.2165918_255.85,121723.472,1356894.491,125246.32,1441123.17,1743573.27,8876388.917,131936.86,751873.4761,892692.4841,135992.88
324.0581494_286.531,296185.578,6437985.139,35767262.61,69573.9,685686.33,59712884,391253.813,16642451.3,24227913.83,7485511.972
324.058118_319.2505,259857.4863,1464584.184,13843.35,128151.29,156858.45,964264.341,134998.2836,3179589.54,4412593.737,81185.413
324.1488826_174.484,1135868.75,1569452.93,432258.5842,299896.39,1899852.729,326316.838,125238.27,1697295.21,2726143.775,249799.611
324.2887525_43.6452,14441.8846,52298.4776,613111.1843,176692.289,153615.377,576911.8336,219424.9978,723179.8371,55369.665,95413.8927
324.6206469_270.378,25298.7147,38393.4965,7334667.835,8166.5415,726539.3284,523273.8272,443672.414,645779.4298,544655.431,536559.7339
325.0421683_198.629,2568929.483,492955.589,15914936.27,241443.864,384824.745,31321995.13,22962.647,4429328.851,5623898.585,325497.979
325.0408243_274.777,819393.8387,17968.862,1652599.292,288194.695,33958.549,397321.844,52653.4946,1576136.438,2398198.681,218517.758
325.0614763_287.505,253451.6856,41654.389,2763119.89,455143.7998,394961.3212,564876.716,425136.4326,123323.774,174165.239,457154.9466
325.1038076_241.262,8644226.791,486515.149,3889859.36,682911.45,974753.149,7433392.119,5417579.1,9811457.836,1152844.6,56377.595
325.1038539_203.421,2276187.758,428953.283,225169.993,7915529.476,11463937.61,412439.282,343527.841,551661.882,195167.922,72467.53
325.1247553_114.669,2998661.79,226779.524,2156665.885,592616.582,6589837.886,3179.52,188267.14,5778379.635,6776936.288,518676.524
325.1247728_171.399,1217572.54,146619.423,923475.7679,886619.483,2348564.324,194892.154,164816.662,2233245.37,146282.991,1898524.241
325.1401926_241.553,1386463.544,423543.415,245674.185,4321359.418,199647.629,236673.633,3494223.98,2724859.578,1159325.85,2241533.83
325.1401902_201.6545,1236592.998,444284.582,2188393.444,3761546.373,267835.963,25858.541,268316.964,2313416.253,119123.16,4225717.456
325.1594979_326.023,57263.6357,11487.66,915989.553,1846811.181,163376.549,85436.45,47626.199,2734378.483,2719657.677,19116.344
325.1610649_173.697,3249176.973,1279923.634,1132242.216,15611.979,3672144.365,997678.6982,5247139.631,3139665.554,353159.446,614523.476
325.161202_137.507,996666.7354,881451.8831,17222.28,2148.7,282582.98,1362643.249,1144469.899,6449988.794,643495.116,2418297.854
325.1999882_135.409,171442.987,1925524.558,2116724.349,296388.731,2315618.18,1435111.249,25121.65,3723547.817,7949819.875,3531453.249
325.2363469_114.486,1934252.198,1115361.744,93943.73,3296931.828,35913.875,123469.28,99245.5238,1119993.199,225968.82,2476641.499
325.2727792_137.2885,115371.15,128372.995,613131.39,196197.467,18714.197,776772.9913,1649483.592,825.3456,38984.626,238139.51
326.0392849_233.5885,152754.6599,942378.4434,2228466.635,16697.871,14937.359,363365.55,3722.561,182236.2824,353238.7151,463496.733
326.0557155_300.468,5369.8798,544464.6593,33312.15,259358.7151,8673.632,5865548.64,52145.88234,172269.357,1927395.437,231278.5398
326.1072276_200.277,53887.588,557488.2791,1535788.623,12435.538,1967112.553,4258598.54,4648322.282,4425419.382,12875479.38,2473571.97
326.231579_125.713,2354997.853,1819152.358,1313194.37,2473661.463,1999549.65,66359.4593,2541385.763,2729253.264,272571.994,1675454.559
326.3043807_43.8849,646866.4298,1413479.759,2383635.436,5152556.282,414498.33,249471.267,199796.719,2212197.44,1443724.16,2117553.349
326.3771025_117.041,1625791.546,6643993.518,125995.488,226827.148,2267686.692,1775821.172,188313.138,1711725.41,287725.43,2447826.72
326.8858023_222.648,429239.1875,1711392.937,429628.243,3181315.759,3184591.842,124233.82,92161.397,2554739.559,542456.389,289795.2
326.9068739_241.089,365693.5774,442159.7793,159811.238,71331.9168,112332.822,13446.44,158813.226,332449.2727,319862.818,48186.569
326.9368167_174.485,26799.4177,1139395.98,26625.339,1781489.292,2237498.829,596386.1745,627541.791,1893717.574,2174819.892,133748.393
327.119438_241.4645,571199.3326,3639752.697,3499316.545,3444189.21,335418.533,3261817.314,393632.993,591317.614,4689259.177,3534738.724
327.1194389_202.039,193415.164,1686819.277,3784297.666,221753.84,4787966.557,273998.965,1761762.895,344622.728,159198.475,279869.372
327.1403898_174.211,547131.646,1981695.319,586559.5379,3529415.528,1849695.363,695248.5666,1529548.829,2219715.35,2545454.634,2175755.69
327.1792028_135.928,1551326.552,167572.839,144396.989,1861525.759,17177.119,98461.3679,1835896.22,1489344.387,95944.1827,2684778.852
327.2003344_144.2555,17282.285,87894.1366,83952.8387,154529.61,761433.138,352562.2912,118163.561,738354.1141,999739.587,628589.5996
327.2155744_114.446,16437.558,924.2446,111134.41,1882588.918,1798651.13,789198.7447,1149583.286,885199.9219,1639532.654,2346349.47
328.0105449_134.474,1344682.254,1269323.295,734291.3215,21262.614,1791329.624,1128563.754,227947.935,979944.7414,484873.157,193953.429
328.2471982_125.542,274673.23,2626445.514,168573.821,4786462.28,294119.418,76545.3926,227853.91,1926324.878,1538851.379,44414.511
328.3199981_43.7073,741848.94,125198.347,2892723.822,797935.74,3663972.971,2251699.64,132939.63,1872621,988625.7728,2959319.927
328.9144016_369.237,544757.429,419266.499,669449.9632,1843419.29,13246292.95,193833.78,11491753.55,188145.88,154855.19,24523138.59
329.148559_120.2475,84153.647,2166783.546,381391.61,2855935.238,232335.899,245864.561,1425632.527,498968.48,49687.21,2854222.433
329.1561022_172.723,91545.961,1284351.24,337192.368,1761276.46,16197.88,769793.7339,71473.77,27513.29,2918769.112,1197487.545
330.0075993_135.466,1259284.669,1844662.652,1343765.786,242753.544,186223.44,213159.363,1575189.464,17818.963,75885.44,1583858.252
330.0719834_227.742,2879516.528,4311493.58,6716.832983,675981.763,494115.578,3556761.199,141445.125,383361.481,145838.73,36178.256
330.1419843_269.644,482813.883,997874.4874,1355232.11,2378549.428,173431.934,225966.147,219632.9757,588236.532,753675.486,462951.6257
330.2264959_129.922,258853.863,661123.6616,71434.2259,1588536.855,324816.882,2579729.985,2369523.328,318246.948,1947414.748,3219196.562
330.6742565_265.455,1227588.524,241117.334,1275172.949,428688.58,3645688.584,13518.996,4633524.8,4424436.195,387485.916,7135138.811
331.0011325_32.85255,98832.3518,659244.5243,687321.3179,149916.822,1752131.753,82852.765,961836.8548,1787519.12,2222384.227,1717679.24
331.0011392_46.96965,558318.462,4789.3396,46348.376,1981661.193,1844739.845,1733232.177,422564.62,2177327.261,259781.346,1884686.756
331.0011546_129.473,4654723.215,6196813.58,496318.182,9265476.287,799797.67,434166.536,162742.118,4594714.961,4156193.582,6729738.68
331.132015_110.223,378562.1953,398531.244,259735.33,856388.9511,164758.39,335648.773,186845.1774,1345498.743,271881.47,41212.7526
331.1759243_265.37,51672.259,629371.8428,287128.368,127284.94,162521.412,87931.7968,1425488.956,1311697.71,1225.135,2143191.163
331.208096_155.7745,694665.51,84858.5564,1643435.47,19378.875,3485978.36,115133.612,177951.296,4147214.365,3622145.115,1481343.944
331.2483525_115.597,364645.8356,632395.775,5515.4752,2919392.65,151551.741,457133.6432,391547.3562,2843918.531,2769561.855,468264.718
332.1693407_48.9368,2777272.351,1655184.82,195467.69,5974419.272,3852484.51,1635253.888,1436722.389,3854874.443,4994225.795,4134815.647
332.2057165_114.04,2631763.91,277811.437,2224115.124,596433.781,673237.981,2148456.766,2648846.717,512329.697,641286.56,6534953.852
332.2057165_47.94345,2717256.57,2426515.498,397318.921,585489.535,672887.131,369641.237,191457.438,5321396.88,7177994.18,6969593.56
332.2057396_32.33865,1446141.69,146541.792,1256214.169,349367.231,528457.287,1542338.659,1127.38,457829.13,4935355.534,329514.9
332.2420614_206.6115,3668896.25,4534533.442,5568876.18,9175939.77,5662943.536,669336.552,2279999.183,1155448.482,14449.678,4569523.864
332.2421509_129.0565,1785948.969,114495.655,1873184.63,952322.5,39638.272,65482.9894,1394991.51,1932144.917,1418869.61,41938.369
332.3301054_117.941,184523.463,426692.348,1126891.74,23134622.57,16499245.89,3115433.331,2319151.619,2628968.774,5372211.834,59632.263
332.9323555_161.848,911.4673,3251481.61,67117339.2,25919.986,281576.495,38492.1867,71724.6628,829834.236,5899149.52,1597799.647
333.1662442_153.025,228956.4728,83365.7788,52241.897,1441695.926,245235.566,591547.2224,242992.978,183561.162,2516356.24,586.89
333.2026443_177.416,66286.242,126771.127,1296.388,197917.658,2491167.92,185658.8694,1797174.872,262596.734,219254.982,7476.72396
333.2026338_148.3735,28881.1842,21144.992,4551.8817,147877.655,236222.417,344638.2349,2378.756,3478141.13,3579343.65,47161.3282
333.2453506_206.4035,41335.72,5176.394,84215.9154,1397842.931,64624.7378,165871.932,379992.1927,86768.4386,57871.7928,379931.5762
334.0417836_299.547,399771.2444,36868.939,11433821.82,26161.158,6363646.17,1219979.98,87831.83169,7712277.422,9822239.244,1761387.296
334.184944_114.161,38978.18,267296.58,2264.895,6521945.64,4992181.175,2832252.731,1958136.23,666298.53,646134.71,439733.75
334.1849612_48.2961,2293669.526,1978594.63,3194516.31,675412.626,691351.899,3162842.435,2185377.117,48381.118,7897332.886,6547538.765
334.1849432_153.5305,3431241.357,31732.586,1115292.63,34459.81,1393469.67,33972.153,3765754.375,65749.9215,844462.1668,486576.58
334.5434868_299.033,2225.5111,553892.938,4331561.87,158236.2417,164813.643,3129721.193,6869.671688,1551695.727,215972.674,14425.889
334.8706999_378.0435,11391372.71,238614.375,3181778.196,5274.2533,4824912.497,556726.292,3599445.735,119368.547,2594626.348,431494.662
